,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
C3A5_ITGAX_ITGB2,C3A5_ITGAX_ITGB2,COMPLEMENT,c3a.5,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.5 - (itgax+itgb2)"
C3B2_ITGAX_ITGB2,C3B2_ITGAX_ITGB2,COMPLEMENT,c3b.2,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3b.2 - (itgax+itgb2)"
C3A1_ITGAX_ITGB2,C3A1_ITGAX_ITGB2,COMPLEMENT,c3a.1,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.1 - (itgax+itgb2)"
C3B1_ITGAX_ITGB2,C3B1_ITGAX_ITGB2,COMPLEMENT,c3b.1,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3b.1 - (itgax+itgb2)"
C3A2_ITGAX_ITGB2,C3A2_ITGAX_ITGB2,COMPLEMENT,c3a.2,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.2 - (itgax+itgb2)"
C3A3_ITGAX_ITGB2,C3A3_ITGAX_ITGB2,COMPLEMENT,c3a.3,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.3 - (itgax+itgb2)"
C3A4_ITGAX_ITGB2,C3A4_ITGAX_ITGB2,COMPLEMENT,c3a.4,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.4 - (itgax+itgb2)"
C3A6_ITGAX_ITGB2,C3A6_ITGAX_ITGB2,COMPLEMENT,c3a.6,ITGAX_ITGB2,,,,,"PMID: 16234578","Secreted Signaling","c3a.6 - (itgax+itgb2)"
SEMA3AB_NRP1_PLXNA1,SEMA3AB_NRP1_PLXNA1,SEMA3,sema3ab,NRP1_PLXNA1,,,,,"PMID: 27533782","Secreted Signaling","sema3ab - (nrp1+plxna1)"
SEMA3AB_NRP1_PLXNA2,SEMA3AB_NRP1_PLXNA2,SEMA3,sema3ab,NRP1_PLXNA2,,,,,"PMID: 27533782","Secreted Signaling","sema3ab - (nrp1+plxna2)"
SEMA3AB_NRP1_PLXNA3,SEMA3AB_NRP1_PLXNA3,SEMA3,sema3ab,NRP1_PLXNA3,,,,,"PMID: 27533782","Secreted Signaling","sema3ab - (nrp1+plxna3)"
SEMA3AB_NRP1_PLXNA4,SEMA3AB_NRP1_PLXNA4,SEMA3,sema3ab,NRP1_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3ab - (nrp1+plxna4)"
SEMA3B_NRP1_PLXNA1,SEMA3B_NRP1_PLXNA1,SEMA3,sema3b,NRP1_PLXNA1,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp1+plxna1)"
SEMA3B_NRP1_PLXNA2,SEMA3B_NRP1_PLXNA2,SEMA3,sema3b,NRP1_PLXNA2,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp1+plxna2)"
SEMA3B_NRP1_PLXNA3,SEMA3B_NRP1_PLXNA3,SEMA3,sema3b,NRP1_PLXNA3,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp1+plxna3)"
SEMA3B_NRP1_PLXNA4,SEMA3B_NRP1_PLXNA4,SEMA3,sema3b,NRP1_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp1+plxna4)"
SEMA3C_NRP1_PLXNA1,SEMA3C_NRP1_PLXNA1,SEMA3,sema3c,NRP1_PLXNA1,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+plxna1)"
SEMA3C_NRP1_PLXNA2,SEMA3C_NRP1_PLXNA2,SEMA3,sema3c,NRP1_PLXNA2,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+plxna2)"
SEMA3C_NRP1_PLXNA3,SEMA3C_NRP1_PLXNA3,SEMA3,sema3c,NRP1_PLXNA3,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+plxna3)"
SEMA3C_NRP1_PLXNA4,SEMA3C_NRP1_PLXNA4,SEMA3,sema3c,NRP1_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+plxna4)"
SEMA3D_NRP1_PLXNA1,SEMA3D_NRP1_PLXNA1,SEMA3,sema3d,NRP1_PLXNA1,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp1+plxna1)"
SEMA3D_NRP1_PLXNA2,SEMA3D_NRP1_PLXNA2,SEMA3,sema3d,NRP1_PLXNA2,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp1+plxna2)"
SEMA3D_NRP1_PLXNA3,SEMA3D_NRP1_PLXNA3,SEMA3,sema3d,NRP1_PLXNA3,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp1+plxna3)"
SEMA3D_NRP1_PLXNA4,SEMA3D_NRP1_PLXNA4,SEMA3,sema3d,NRP1_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp1+plxna4)"
SEMA3B_NRP2_PLXNA1_1,SEMA3B_NRP2_PLXNA1_1,SEMA3,sema3b,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2a+plxna1a)"
SEMA3B_NRP2_PLXNA2_1,SEMA3B_NRP2_PLXNA2_1,SEMA3,sema3b,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2a+plxna2)"
SEMA3B_NRP2_PLXNA3_1,SEMA3B_NRP2_PLXNA3_1,SEMA3,sema3b,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2a+plxna3)"
SEMA3B_NRP2_PLXNA1_2,SEMA3B_NRP2_PLXNA1_2,SEMA3,sema3b,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2b+plxna1a)"
SEMA3B_NRP2_PLXNA2_2,SEMA3B_NRP2_PLXNA2_2,SEMA3,sema3b,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2b+plxna2)"
SEMA3B_NRP2_PLXNA3_2,SEMA3B_NRP2_PLXNA3_2,SEMA3,sema3b,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2b+plxna3)"
SEMA3B_NRP2_PLXNA4,SEMA3B_NRP2_PLXNA4,SEMA3,sema3b,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3b - (nrp2+plxna4)"
SEMA3C_NRP2_PLXNA1_1,SEMA3C_NRP2_PLXNA1_1,SEMA3,sema3c,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2a+plxna1a)"
SEMA3C_NRP2_PLXNA2_1,SEMA3C_NRP2_PLXNA2_1,SEMA3,sema3c,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2a+plxna2)"
SEMA3C_NRP2_PLXNA3_1,SEMA3C_NRP2_PLXNA3_1,SEMA3,sema3c,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2a+plxna3)"
SEMA3C_NRP2_PLXNA1_2,SEMA3C_NRP2_PLXNA1_2,SEMA3,sema3c,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2b+plxna1a)"
SEMA3C_NRP2_PLXNA2_2,SEMA3C_NRP2_PLXNA2_2,SEMA3,sema3c,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2b+plxna2)"
SEMA3C_NRP2_PLXNA3_2,SEMA3C_NRP2_PLXNA3_2,SEMA3,sema3c,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2b+plxna3)"
SEMA3C_NRP2_PLXNA4,SEMA3C_NRP2_PLXNA4,SEMA3,sema3c,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp2+plxna4)"
SEMA3D_NRP2_PLXNA1_1,SEMA3D_NRP2_PLXNA1_1,SEMA3,sema3d,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2a+plxna1a)"
SEMA3D_NRP2_PLXNA2_1,SEMA3D_NRP2_PLXNA2_1,SEMA3,sema3d,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2a+plxna2)"
SEMA3D_NRP2_PLXNA3_1,SEMA3D_NRP2_PLXNA3_1,SEMA3,sema3d,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2a+plxna3)"
SEMA3D_NRP2_PLXNA1_2,SEMA3D_NRP2_PLXNA1_2,SEMA3,sema3d,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2b+plxna1a)"
SEMA3D_NRP2_PLXNA2_2,SEMA3D_NRP2_PLXNA2_2,SEMA3,sema3d,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2b+plxna2)"
SEMA3D_NRP2_PLXNA3_2,SEMA3D_NRP2_PLXNA3_2,SEMA3,sema3d,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2b+plxna3)"
SEMA3D_NRP2_PLXNA4,SEMA3D_NRP2_PLXNA4,SEMA3,sema3d,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3d - (nrp2+plxna4)"
SEMA3FB_NRP2_PLXNA1_1,SEMA3FB_NRP2_PLXNA1_1,SEMA3,sema3fb,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2a+plxna1a)"
SEMA3FA_NRP2_PLXNA1_1,SEMA3FA_NRP2_PLXNA1_1,SEMA3,sema3fa,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2a+plxna1a)"
SEMA3FB_NRP2_PLXNA2_1,SEMA3FB_NRP2_PLXNA2_1,SEMA3,sema3fb,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2a+plxna2)"
SEMA3FA_NRP2_PLXNA2_1,SEMA3FA_NRP2_PLXNA2_1,SEMA3,sema3fa,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2a+plxna2)"
SEMA3FB_NRP2_PLXNA3_1,SEMA3FB_NRP2_PLXNA3_1,SEMA3,sema3fb,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2a+plxna3)"
SEMA3FA_NRP2_PLXNA3_1,SEMA3FA_NRP2_PLXNA3_1,SEMA3,sema3fa,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2a+plxna3)"
SEMA3FB_NRP2_PLXNA1_2,SEMA3FB_NRP2_PLXNA1_2,SEMA3,sema3fb,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2b+plxna1a)"
SEMA3FA_NRP2_PLXNA1_2,SEMA3FA_NRP2_PLXNA1_2,SEMA3,sema3fa,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2b+plxna1a)"
SEMA3FB_NRP2_PLXNA2_2,SEMA3FB_NRP2_PLXNA2_2,SEMA3,sema3fb,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2b+plxna2)"
SEMA3FA_NRP2_PLXNA2_2,SEMA3FA_NRP2_PLXNA2_2,SEMA3,sema3fa,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2b+plxna2)"
SEMA3FB_NRP2_PLXNA3_2,SEMA3FB_NRP2_PLXNA3_2,SEMA3,sema3fb,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2b+plxna3)"
SEMA3FA_NRP2_PLXNA3_2,SEMA3FA_NRP2_PLXNA3_2,SEMA3,sema3fa,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2b+plxna3)"
SEMA3FB_NRP2_PLXNA4,SEMA3FB_NRP2_PLXNA4,SEMA3,sema3fb,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3fb - (nrp2+plxna4)"
SEMA3FA_NRP2_PLXNA4,SEMA3FA_NRP2_PLXNA4,SEMA3,sema3fa,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3fa - (nrp2+plxna4)"
SEMA3BL_NRP2_PLXNA1_1,SEMA3BL_NRP2_PLXNA1_1,SEMA3,sema3bl,NRP2_PLXNA1_1,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2a+plxna1a)"
SEMA3BL_NRP2_PLXNA2_1,SEMA3BL_NRP2_PLXNA2_1,SEMA3,sema3bl,NRP2_PLXNA2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2a+plxna2)"
SEMA3BL_NRP2_PLXNA3_1,SEMA3BL_NRP2_PLXNA3_1,SEMA3,sema3bl,NRP2_PLXNA3_1,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2a+plxna3)"
SEMA3BL_NRP2_PLXNA1_2,SEMA3BL_NRP2_PLXNA1_2,SEMA3,sema3bl,NRP2_PLXNA1_2,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2b+plxna1a)"
SEMA3BL_NRP2_PLXNA2_2,SEMA3BL_NRP2_PLXNA2_2,SEMA3,sema3bl,NRP2_PLXNA2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2b+plxna2)"
SEMA3BL_NRP2_PLXNA3_2,SEMA3BL_NRP2_PLXNA3_2,SEMA3,sema3bl,NRP2_PLXNA3_2,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2b+plxna3)"
SEMA3BL_NRP2_PLXNA4,SEMA3BL_NRP2_PLXNA4,SEMA3,sema3bl,NRP2_PLXNA4,,,,,"PMID: 27533782","Secreted Signaling","sema3bl - (nrp2+plxna4)"
SEMA3C_NRP1_NRP2_1,SEMA3C_NRP1_NRP2_1,SEMA3,sema3c,NRP1_NRP2_1,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+nrp2a)"
SEMA3C_NRP1_NRP2_2,SEMA3C_NRP1_NRP2_2,SEMA3,sema3c,NRP1_NRP2_2,,,,,"PMID: 27533782","Secreted Signaling","sema3c - (nrp1+nrp2b)"
COL1A1B_ITGA1_ITGB1,COL1A1B_ITGA1_ITGB1,COLLAGEN,col1a1b,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a1b - (itga1+itgb1)"
COL1A1A_ITGA1_ITGB1,COL1A1A_ITGA1_ITGB1,COLLAGEN,col1a1a,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a1a - (itga1+itgb1)"
COL1A2_ITGA1_ITGB1,COL1A2_ITGA1_ITGB1,COLLAGEN,col1a2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a2 - (itga1+itgb1)"
COL2A1A_ITGA1_ITGB1,COL2A1A_ITGA1_ITGB1,COLLAGEN,col2a1a,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col2a1a - (itga1+itgb1)"
COL2A1B_ITGA1_ITGB1,COL2A1B_ITGA1_ITGB1,COLLAGEN,col2a1b,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col2a1b - (itga1+itgb1)"
COL4A1_ITGA1_ITGB1,COL4A1_ITGA1_ITGB1,COLLAGEN,col4a1,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a1 - (itga1+itgb1)"
COL4A2_ITGA1_ITGB1,COL4A2_ITGA1_ITGB1,COLLAGEN,col4a2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a2 - (itga1+itgb1)"
COL4A4_ITGA1_ITGB1,COL4A4_ITGA1_ITGB1,COLLAGEN,col4a4,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a4 - (itga1+itgb1)"
COL6A1_ITGA1_ITGB1,COL6A1_ITGA1_ITGB1,COLLAGEN,col6a1,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a1 - (itga1+itgb1)"
COL6A2_ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,COLLAGEN,col6a2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a2 - (itga1+itgb1)"
COL6A3_ITGA1_ITGB1,COL6A3_ITGA1_ITGB1,COLLAGEN,col6a3,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a3 - (itga1+itgb1)"
COL6A4A_ITGA1_ITGB1,COL6A4A_ITGA1_ITGB1,COLLAGEN,col6a4a,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a4a - (itga1+itgb1)"
COL6A6_ITGA1_ITGB1,COL6A6_ITGA1_ITGB1,COLLAGEN,si:ch211-62a1.3,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"si:ch211-62a1.3 - (itga1+itgb1)"
COL9A1B_ITGA1_ITGB1,COL9A1B_ITGA1_ITGB1,COLLAGEN,col9a1b,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a1b - (itga1+itgb1)"
COL9A1A_ITGA1_ITGB1,COL9A1A_ITGA1_ITGB1,COLLAGEN,col9a1a,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a1a - (itga1+itgb1)"
COL9A2_ITGA1_ITGB1,COL9A2_ITGA1_ITGB1,COLLAGEN,col9a2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a2 - (itga1+itgb1)"
COL9A3_ITGA1_ITGB1,COL9A3_ITGA1_ITGB1,COLLAGEN,col9a3,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a3 - (itga1+itgb1)"
COL1A1B_ITGA2_ITGB1,COL1A1B_ITGA2_ITGB1,COLLAGEN,col1a1b,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a1b - (itga2+itgb1)"
COL1A1A_ITGA2_ITGB1,COL1A1A_ITGA2_ITGB1,COLLAGEN,col1a1a,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a1a - (itga2+itgb1)"
COL1A2_ITGA2_ITGB1,COL1A2_ITGA2_ITGB1,COLLAGEN,col1a2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col1a2 - (itga2+itgb1)"
COL2A1A_ITGA2_ITGB1,COL2A1A_ITGA2_ITGB1,COLLAGEN,col2a1a,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col2a1a - (itga2+itgb1)"
COL2A1B_ITGA2_ITGB1,COL2A1B_ITGA2_ITGB1,COLLAGEN,col2a1b,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col2a1b - (itga2+itgb1)"
COL4A1_ITGA2_ITGB1,COL4A1_ITGA2_ITGB1,COLLAGEN,col4a1,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a1 - (itga2+itgb1)"
COL4A2_ITGA2_ITGB1,COL4A2_ITGA2_ITGB1,COLLAGEN,col4a2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a2 - (itga2+itgb1)"
COL4A4_ITGA2_ITGB1,COL4A4_ITGA2_ITGB1,COLLAGEN,col4a4,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col4a4 - (itga2+itgb1)"
COL6A1_ITGA2_ITGB1,COL6A1_ITGA2_ITGB1,COLLAGEN,col6a1,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a1 - (itga2+itgb1)"
COL6A2_ITGA2_ITGB1,COL6A2_ITGA2_ITGB1,COLLAGEN,col6a2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a2 - (itga2+itgb1)"
COL6A3_ITGA2_ITGB1,COL6A3_ITGA2_ITGB1,COLLAGEN,col6a3,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a3 - (itga2+itgb1)"
COL6A4A_ITGA2_ITGB1,COL6A4A_ITGA2_ITGB1,COLLAGEN,col6a4a,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col6a4a - (itga2+itgb1)"
COL6A6_ITGA2_ITGB1,COL6A6_ITGA2_ITGB1,COLLAGEN,si:ch211-62a1.3,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"si:ch211-62a1.3 - (itga2+itgb1)"
COL9A1B_ITGA2_ITGB1,COL9A1B_ITGA2_ITGB1,COLLAGEN,col9a1b,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a1b - (itga2+itgb1)"
COL9A1A_ITGA2_ITGB1,COL9A1A_ITGA2_ITGB1,COLLAGEN,col9a1a,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a1a - (itga2+itgb1)"
COL9A2_ITGA2_ITGB1,COL9A2_ITGA2_ITGB1,COLLAGEN,col9a2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a2 - (itga2+itgb1)"
COL9A3_ITGA2_ITGB1,COL9A3_ITGA2_ITGB1,COLLAGEN,col9a3,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"col9a3 - (itga2+itgb1)"
FN1B_ITGA3_ITGB1,FN1B_ITGA3_ITGB1,FN1,fn1b,ITGA3_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1b - (itga3+itgb1)"
FN1A_ITGA3_ITGB1,FN1A_ITGA3_ITGB1,FN1,fn1a,ITGA3_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1a - (itga3+itgb1)"
FN1B_ITGA4_ITGB1,FN1B_ITGA4_ITGB1,FN1,fn1b,ITGA4_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1b - (itga4+itgb1)"
FN1A_ITGA4_ITGB1,FN1A_ITGA4_ITGB1,FN1,fn1a,ITGA4_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1a - (itga4+itgb1)"
FN1B_ITGA5_ITGB1,FN1B_ITGA5_ITGB1,FN1,fn1b,ITGA5_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1b - (itga5+itgb1)"
FN1A_ITGA5_ITGB1,FN1A_ITGA5_ITGB1,FN1,fn1a,ITGA5_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1a - (itga5+itgb1)"
FN1B_ITGA8_ITGB1,FN1B_ITGA8_ITGB1,FN1,fn1b,ITGA8_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1b - (itga8+itgb1)"
FN1A_ITGA8_ITGB1,FN1A_ITGA8_ITGB1,FN1,fn1a,ITGA8_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"fn1a - (itga8+itgb1)"
LAMA1_ITGA1_ITGB1,LAMA1_ITGA1_ITGB1,LAMININ,lama1,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama1 - (itga1+itgb1)"
LAMA2_ITGA1_ITGB1,LAMA2_ITGA1_ITGB1,LAMININ,lama2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama2 - (itga1+itgb1)"
LAMA3_ITGA1_ITGB1,LAMA3_ITGA1_ITGB1,LAMININ,lama3,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama3 - (itga1+itgb1)"
LAMA4_ITGA1_ITGB1,LAMA4_ITGA1_ITGB1,LAMININ,si:ch211-241e1.3,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"si:ch211-241e1.3 - (itga1+itgb1)"
LAMA5_ITGA1_ITGB1,LAMA5_ITGA1_ITGB1,LAMININ,lama5,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama5 - (itga1+itgb1)"
LAMB1A_ITGA1_ITGB1,LAMB1A_ITGA1_ITGB1,LAMININ,lamb1a,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb1a - (itga1+itgb1)"
LAMB1B_ITGA1_ITGB1,LAMB1B_ITGA1_ITGB1,LAMININ,lamb1b,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb1b - (itga1+itgb1)"
LAMB2_ITGA1_ITGB1,LAMB2_ITGA1_ITGB1,LAMININ,lamb2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb2 - (itga1+itgb1)"
LAMC2_ITGA1_ITGB1,LAMC2_ITGA1_ITGB1,LAMININ,lamc2,ITGA1_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamc2 - (itga1+itgb1)"
LAMA1_ITGA2_ITGB1,LAMA1_ITGA2_ITGB1,LAMININ,lama1,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama1 - (itga2+itgb1)"
LAMA2_ITGA2_ITGB1,LAMA2_ITGA2_ITGB1,LAMININ,lama2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama2 - (itga2+itgb1)"
LAMA3_ITGA2_ITGB1,LAMA3_ITGA2_ITGB1,LAMININ,lama3,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama3 - (itga2+itgb1)"
LAMA4_ITGA2_ITGB1,LAMA4_ITGA2_ITGB1,LAMININ,si:ch211-241e1.3,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"si:ch211-241e1.3 - (itga2+itgb1)"
LAMA5_ITGA2_ITGB1,LAMA5_ITGA2_ITGB1,LAMININ,lama5,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama5 - (itga2+itgb1)"
LAMB1A_ITGA2_ITGB1,LAMB1A_ITGA2_ITGB1,LAMININ,lamb1a,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb1a - (itga2+itgb1)"
LAMB1B_ITGA2_ITGB1,LAMB1B_ITGA2_ITGB1,LAMININ,lamb1b,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb1b - (itga2+itgb1)"
LAMB2_ITGA2_ITGB1,LAMB2_ITGA2_ITGB1,LAMININ,lamb2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamb2 - (itga2+itgb1)"
LAMC21_ITGA2_ITGB1,LAMC21_ITGA2_ITGB1,LAMININ,lamc2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lamc2 - (itga2+itgb1)"
CHAD_ITGA2_ITGB1,CHAD_ITGA2_ITGB1,CHAD,si:ch211-191d15.2,ITGA2_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"si:ch211-191d15.2 - (itga2+itgb1)"
LAMA1_ITGA3_ITGB1,LAMA1_ITGA3_ITGB1,LAMININ,lama1,ITGA3_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama1 - (itga3+itgb1)"
LAMA2_ITGA3_ITGB1,LAMA2_ITGA3_ITGB1,LAMININ,lama2,ITGA3_ITGB1,,,,,"KEGG: mmu04512",ECM-Receptor,"lama2 - (itga3+itgb1)"
